applicant_name,age,gender,marital_status,education,employment_status,annual_income,monthly_income,coapplicant_income,loan_amount,loan_term,credit_score,existing_loans,savings,property_area,dti_ratio,collateral_value,loan_purpose,dependents,loan_status
Karen Davis,29,Female,Married,Graduate,Salaried,29500.0,2458.33,104300.0,132000.0,60,511,4,27300.0,Urban,30.49,227500.0,Home Loan,1,1
Joseph Gonzalez,22,Female,Single,Graduate,Self-Employed,25300.0,2108.33,0.0,205000.0,360,686,2,20100.0,Urban,55.47,193900.0,Home Loan,0,0
Linda Jones,35,Male,Married,Graduate,Salaried,77500.0,6458.33,18700.0,262000.0,180,686,1,32900.0,Urban,21.9,399300.0,Business Loan,0,1
Joseph Brown,23,Female,Married,Not Graduate,Self-Employed,27700.0,2308.33,2200.0,260000.0,120,822,1,13900.0,Rural,85.0,227600.0,Business Loan,4,1
Barbara Gonzalez,56,Male,Single,Post Graduate,Unemployed,105400.0,8783.33,0.0,75000.0,120,710,1,86700.0,Urban,10.53,104900.0,Auto Loan,1,1
Mary Hernandez,24,Female,Married,Graduate,Self-Employed,78300.0,6525.0,5500.0,242000.0,36,636,1,36700.0,Urban,85.0,236800.0,Business Loan,3,0
Charles Williams,34,Male,Married,Graduate,Business,103000.0,8583.33,36100.0,283000.0,60,664,1,42100.0,Rural,43.28,100100.0,Education Loan,1,0
Patricia Brown,61,Male,Married,Graduate,Business,36000.0,3000.0,30600.0,157000.0,180,719,2,8300.0,Rural,26.53,126200.0,Home Loan,1,1
David Hernandez,61,Female,Married,Not Graduate,Salaried,37100.0,3091.67,34800.0,288000.0,360,698,1,5500.0,Rural,18.36,66900.0,Education Loan,2,1
Robert Brown,45,Female,Married,Graduate,Self-Employed,70100.0,5841.67,25700.0,259000.0,360,726,2,15000.0,Urban,16.53,422000.0,Auto Loan,0,1
David Wilson,30,Male,Single,Graduate,Business,21400.0,1783.33,0.0,66000.0,60,710,2,43700.0,Urban,85.0,57900.0,Business Loan,1,1
Elizabeth Davis,41,Male,Single,Graduate,Salaried,78300.0,6525.0,0.0,377000.0,60,660,0,83800.0,Semiurban,85.0,527600.0,Auto Loan,1,1
Jennifer Garcia,56,Female,Single,Not Graduate,Salaried,101300.0,8441.67,0.0,116000.0,24,637,0,16700.0,Semiurban,57.26,67900.0,Personal Loan,1,1
Linda Miller,32,Male,Divorced,Not Graduate,Business,44100.0,3675.0,0.0,266000.0,36,633,2,44600.0,Urban,85.0,283000.0,Auto Loan,2,0
Joseph Martinez,47,Male,Single,Not Graduate,Self-Employed,85100.0,7091.67,0.0,263000.0,60,606,0,19100.0,Urban,61.81,440300.0,Home Loan,0,1
Susan Hernandez,60,Female,Single,Graduate,Salaried,28600.0,2383.33,0.0,70000.0,120,593,1,10500.0,Rural,37.06,38500.0,Education Loan,1,1
Barbara Martinez,22,Female,Married,Graduate,Salaried,37500.0,3125.0,5100.0,196000.0,48,827,1,40300.0,Urban,85.0,274700.0,Home Loan,0,1
Richard Davis,33,Male,Divorced,Not Graduate,Self-Employed,184800.0,15400.0,0.0,262000.0,180,690,0,48000.0,Semiurban,9.45,314700.0,Home Loan,0,1
Sarah Rodriguez,52,Female,Married,Post Graduate,Salaried,213200.0,17766.67,49700.0,69000.0,240,668,0,6800.0,Semiurban,5.0,68400.0,Home Loan,1,1
James Sharma,51,Female,Single,Graduate,Self-Employed,52300.0,4358.33,0.0,189000.0,48,640,2,10900.0,Semiurban,85.0,236600.0,Home Loan,0,1
Linda Lopez,36,Female,Single,Graduate,Self-Employed,142500.0,11875.0,0.0,269000.0,240,714,1,20500.0,Semiurban,11.96,468200.0,Home Loan,1,1
David Lopez,52,Male,Single,Graduate,Self-Employed,53300.0,4441.67,0.0,275000.0,48,776,1,6200.0,Urban,85.0,434900.0,Home Loan,0,1
Barbara Brown,52,Male,Single,Graduate,Salaried,35500.0,2958.33,0.0,144000.0,120,738,3,79300.0,Urban,70.99,62900.0,Personal Loan,0,0
Jessica Brown,54,Male,Single,Not Graduate,Self-Employed,34000.0,2833.33,0.0,319000.0,360,754,0,26800.0,Semiurban,31.27,60300.0,Personal Loan,0,0
Robert Davis,31,Male,Married,Graduate,Self-Employed,139400.0,11616.67,34000.0,297000.0,120,633,0,3900.0,Urban,17.13,516000.0,Home Loan,0,1
Robert Davis,30,Female,Divorced,Graduate,Self-Employed,28500.0,2375.0,0.0,202000.0,360,680,2,6100.0,Semiurban,48.89,217500.0,Home Loan,2,1
Elizabeth Smith,35,Male,Single,Graduate,Salaried,59000.0,4916.67,0.0,121000.0,24,634,2,92600.0,Semiurban,85.0,49900.0,Education Loan,1,0
William Garcia,37,Female,Married,Graduate,Salaried,56500.0,4708.33,49100.0,75000.0,120,689,1,40200.0,Semiurban,10.51,69500.0,Home Loan,3,1
Charles Gonzalez,60,Male,Married,Graduate,Unemployed,80600.0,6716.67,15800.0,214000.0,120,782,3,39800.0,Urban,33.4,245000.0,Home Loan,0,1
Susan Davis,38,Male,Single,Graduate,Salaried,51100.0,4258.33,0.0,312000.0,180,715,3,2300.0,Urban,61.84,459600.0,Home Loan,2,1
William Garcia,29,Female,Married,Graduate,Salaried,34300.0,2858.33,100.0,167000.0,360,810,0,67700.0,Semiurban,16.18,179000.0,Home Loan,1,1
David Miller,45,Male,Single,Not Graduate,Salaried,28400.0,2366.67,0.0,103000.0,240,657,0,17600.0,Urban,18.13,83100.0,Auto Loan,0,1
James Wilson,60,Male,Single,Graduate,Business,63600.0,5300.0,0.0,254000.0,240,615,2,32300.0,Rural,31.29,145000.0,Personal Loan,2,0
Robert Jones,34,Female,Married,Graduate,Salaried,77100.0,6425.0,10200.0,196000.0,48,721,0,96300.0,Rural,56.13,58500.0,Personal Loan,2,1
Susan Brown,45,Male,Single,Post Graduate,Salaried,57900.0,4825.0,0.0,226000.0,60,690,0,3200.0,Urban,78.07,308800.0,Home Loan,1,1
Priya Miller,42,Female,Divorced,Not Graduate,Salaried,80300.0,6691.67,0.0,133000.0,180,706,2,19700.0,Urban,20.01,197300.0,Auto Loan,1,1
Carlos Smith,50,Female,Single,Not Graduate,Self-Employed,26900.0,2241.67,0.0,147000.0,120,694,1,1500.0,Urban,68.03,126700.0,Business Loan,0,0
Priya Miller,40,Male,Married,Graduate,Salaried,116300.0,9691.67,37800.0,132000.0,360,641,1,20800.0,Rural,5.19,167600.0,Home Loan,0,1
Charles Davis,41,Female,Married,Graduate,Salaried,59300.0,4941.67,7100.0,225000.0,36,696,0,8700.0,Urban,85.0,239900.0,Home Loan,1,1
Joseph Jones,64,Male,Single,Graduate,Salaried,26100.0,2175.0,0.0,149000.0,60,758,1,72600.0,Urban,85.0,260400.0,Home Loan,2,1
Joseph Rodriguez,52,Male,Single,Graduate,Business,47900.0,3991.67,0.0,233000.0,120,766,1,15200.0,Semiurban,56.16,270300.0,Auto Loan,0,1
Rahul Rodriguez,66,Male,Married,Graduate,Salaried,103800.0,8650.0,1100.0,124000.0,360,641,0,30100.0,Urban,5.0,111600.0,Home Loan,0,1
Elizabeth Brown,41,Male,Married,Post Graduate,Salaried,122500.0,10208.33,57000.0,225000.0,360,698,0,59000.0,Urban,5.0,118400.0,Personal Loan,1,1
Carlos Jones,55,Female,Married,Graduate,Salaried,33800.0,2816.67,15000.0,243000.0,60,798,1,123500.0,Urban,85.0,258900.0,Home Loan,2,1
William Williams,52,Male,Married,Graduate,Unemployed,75900.0,6325.0,7900.0,210000.0,24,643,3,21000.0,Semiurban,85.0,205600.0,Home Loan,2,1
Karen Rodriguez,50,Male,Married,Graduate,Self-Employed,24700.0,2058.33,3400.0,263000.0,60,628,3,18300.0,Urban,85.0,381300.0,Home Loan,0,0
David Garcia,59,Male,Married,Graduate,Unemployed,21500.0,1791.67,8300.0,137000.0,60,744,0,2400.0,Semiurban,85.0,225600.0,Home Loan,1,1
Mary Miller,32,Female,Married,Not Graduate,Business,57000.0,4750.0,400.0,242000.0,360,730,1,400.0,Rural,20.33,269200.0,Home Loan,1,1
Sarah Hernandez,61,Male,Married,Graduate,Salaried,73400.0,6116.67,9000.0,201000.0,60,613,2,28200.0,Semiurban,57.52,102000.0,Personal Loan,1,1
Mary Hernandez,67,Male,Married,Not Graduate,Self-Employed,91500.0,7625.0,15200.0,107000.0,60,568,2,2000.0,Semiurban,26.8,43600.0,Personal Loan,1,1
Thomas Verma,38,Female,Married,Post Graduate,Salaried,38700.0,3225.0,41100.0,10000.0,60,697,1,14400.0,Urban,7.02,1500.0,Personal Loan,2,1
David Hernandez,41,Male,Single,Graduate,Self-Employed,20300.0,1691.67,0.0,28000.0,60,647,0,100.0,Urban,27.59,24300.0,Auto Loan,2,1
Barbara Hernandez,33,Male,Married,Graduate,Salaried,49400.0,4116.67,2400.0,10000.0,360,545,2,28700.0,Urban,14.54,10300.0,Auto Loan,1,1
Charles Garcia,41,Male,Married,Post Graduate,Salaried,20700.0,1725.0,3200.0,218000.0,24,625,0,16600.0,Semiurban,85.0,366900.0,Auto Loan,1,1
Ananya Rodriguez,28,Male,Single,Not Graduate,Business,24300.0,2025.0,0.0,151000.0,60,728,0,4100.0,Urban,85.0,36500.0,Education Loan,0,0
Michael Brown,66,Female,Single,Graduate,Salaried,37800.0,3150.0,0.0,188000.0,360,668,1,10500.0,Urban,26.1,166700.0,Home Loan,0,1
Jennifer Jones,60,Male,Single,Post Graduate,Business,45900.0,3825.0,0.0,164000.0,36,805,4,25300.0,Urban,85.0,167900.0,Home Loan,3,1
Ananya Smith,66,Male,Married,Graduate,Salaried,34700.0,2891.67,32700.0,232000.0,240,513,0,32100.0,Urban,17.21,364000.0,Auto Loan,1,1
Thomas Gonzalez,27,Male,Married,Post Graduate,Salaried,59200.0,4933.33,400.0,235000.0,60,787,1,18600.0,Semiurban,84.9,86300.0,Personal Loan,1,0
David Garcia,43,Female,Single,Graduate,Business,22600.0,1883.33,0.0,184000.0,120,652,0,48900.0,Semiurban,81.42,83100.0,Personal Loan,2,0
Sarah Jones,64,Female,Married,Graduate,Self-Employed,27000.0,2250.0,3100.0,189000.0,24,641,2,3600.0,Urban,85.0,191100.0,Home Loan,0,0
Thomas Miller,52,Male,Married,Post Graduate,Self-Employed,73500.0,6125.0,73500.0,193000.0,60,556,1,2700.0,Semiurban,28.71,53800.0,Personal Loan,2,0
Thomas Brown,31,Female,Single,Graduate,Salaried,26900.0,2241.67,0.0,305000.0,120,717,0,1400.0,Semiurban,85.0,89300.0,Education Loan,2,0
William Smith,42,Female,Married,Graduate,Salaried,65900.0,5491.67,26600.0,10000.0,48,534,0,23000.0,Semiurban,5.0,10000.0,Home Loan,2,1
Karen Garcia,42,Female,Divorced,Graduate,Self-Employed,22500.0,1875.0,0.0,120000.0,120,745,1,36700.0,Rural,69.33,67500.0,Education Loan,0,0
Priya Lopez,63,Female,Married,Post Graduate,Self-Employed,43500.0,3625.0,39600.0,258000.0,48,559,0,4200.0,Urban,77.62,122000.0,Personal Loan,1,0
Linda Smith,45,Male,Married,Not Graduate,Salaried,28800.0,2400.0,36600.0,280000.0,180,572,0,30600.0,Urban,28.54,325200.0,Home Loan,0,1
Michael Smith,42,Male,Divorced,Not Graduate,Unemployed,25200.0,2100.0,0.0,218000.0,360,585,1,19400.0,Semiurban,43.12,58500.0,Personal Loan,1,0
Richard Wilson,48,Male,Married,Graduate,Self-Employed,57700.0,4808.33,14000.0,163000.0,24,623,1,131100.0,Rural,85.0,59000.0,Personal Loan,2,0
Amit Williams,49,Male,Single,Not Graduate,Business,138600.0,11550.0,0.0,348000.0,48,755,1,37900.0,Semiurban,65.37,507000.0,Auto Loan,0,1
Ananya Williams,33,Female,Married,Graduate,Self-Employed,22500.0,1875.0,100.0,196000.0,360,800,0,32100.0,Rural,28.91,20500.0,Personal Loan,1,0
Thomas Gonzalez,38,Male,Married,Graduate,Self-Employed,44600.0,3716.67,18000.0,183000.0,180,631,1,25400.0,Semiurban,25.24,83300.0,Personal Loan,0,1
Jessica Davis,22,Male,Married,Not Graduate,Salaried,75300.0,6275.0,37600.0,300000.0,24,676,1,178200.0,Semiurban,85.0,347900.0,Home Loan,2,1
Charles Johnson,49,Female,Single,Graduate,Salaried,48000.0,4000.0,0.0,223000.0,60,719,0,118100.0,Semiurban,85.0,354700.0,Home Loan,1,1
James Wilson,41,Male,Married,Graduate,Business,93900.0,7825.0,2300.0,265000.0,48,654,1,23200.0,Urban,72.61,248200.0,Home Loan,0,0
Charles Sharma,35,Male,Single,Graduate,Salaried,28900.0,2408.33,0.0,275000.0,36,716,0,18200.0,Semiurban,85.0,150800.0,Education Loan,0,0
Sarah Johnson,47,Male,Divorced,Graduate,Salaried,164400.0,13700.0,0.0,146000.0,360,680,2,18600.0,Semiurban,7.34,184500.0,Home Loan,2,1
Priya Lopez,51,Male,Single,Post Graduate,Salaried,41900.0,3491.67,0.0,339000.0,240,660,1,16800.0,Semiurban,49.05,414900.0,Business Loan,1,1
Thomas Johnson,35,Female,Single,Graduate,Salaried,38800.0,3233.33,0.0,10000.0,180,566,1,22700.0,Urban,11.0,12300.0,Home Loan,0,1
Jennifer Williams,43,Male,Married,Not Graduate,Business,113400.0,9450.0,3200.0,10000.0,48,692,0,9600.0,Urban,5.0,12400.0,Home Loan,0,1
Patricia Smith,44,Male,Single,Graduate,Business,57300.0,4775.0,0.0,119000.0,36,757,0,78400.0,Semiurban,69.23,212900.0,Home Loan,0,1
Linda Gonzalez,64,Male,Married,Graduate,Salaried,52700.0,4391.67,1300.0,142000.0,360,618,1,20200.0,Semiurban,15.43,141000.0,Home Loan,2,1
Amit Miller,33,Male,Divorced,Graduate,Salaried,78400.0,6533.33,0.0,213000.0,12,523,1,55400.0,Rural,85.0,52900.0,Education Loan,2,0
John Verma,42,Female,Married,Not Graduate,Self-Employed,59000.0,4916.67,9100.0,118000.0,60,654,0,19300.0,Urban,34.65,159500.0,Auto Loan,0,1
Elizabeth Martinez,63,Male,Single,Not Graduate,Self-Employed,28000.0,2333.33,0.0,179000.0,48,801,0,38000.0,Urban,85.0,92300.0,Education Loan,0,0
Charles Wilson,57,Male,Single,Post Graduate,Unemployed,70500.0,5875.0,0.0,162000.0,120,777,0,12300.0,Urban,22.98,232200.0,Business Loan,0,1
Mary Lopez,53,Female,Married,Not Graduate,Self-Employed,26400.0,2200.0,2400.0,360000.0,48,634,1,29400.0,Semiurban,85.0,37200.0,Personal Loan,3,0
James Miller,23,Female,Divorced,Graduate,Salaried,93800.0,7816.67,0.0,108000.0,60,716,0,20700.0,Urban,23.03,136800.0,Auto Loan,1,1
Amit Lopez,39,Male,Married,Not Graduate,Salaried,226100.0,18841.67,33200.0,29000.0,360,729,1,13700.0,Rural,5.0,48300.0,Auto Loan,2,1
Sarah Miller,43,Female,Married,Post Graduate,Unemployed,41300.0,3441.67,6200.0,281000.0,180,799,0,64000.0,Urban,39.44,251200.0,Auto Loan,2,1
Linda Smith,49,Female,Single,Not Graduate,Self-Employed,46500.0,3875.0,0.0,116000.0,36,556,1,3600.0,Rural,85.0,168600.0,Home Loan,2,0
Carlos Miller,50,Female,Married,Graduate,Self-Employed,22100.0,1841.67,34900.0,172000.0,240,594,0,20000.0,Semiurban,15.09,67400.0,Personal Loan,3,1
John Davis,59,Male,Married,Graduate,Salaried,20600.0,1716.67,87000.0,122000.0,48,519,1,6500.0,Rural,31.69,50000.0,Personal Loan,0,1
Amit Hernandez,64,Female,Single,Not Graduate,Self-Employed,134500.0,11208.33,0.0,246000.0,60,626,0,59200.0,Urban,36.58,337300.0,Home Loan,4,1
Linda Garcia,67,Male,Single,Not Graduate,Self-Employed,26200.0,2183.33,0.0,56000.0,180,765,0,8800.0,Semiurban,14.25,32700.0,Personal Loan,2,1
Carlos Sharma,45,Male,Married,Graduate,Salaried,46600.0,3883.33,10200.0,10000.0,48,635,1,30100.0,Urban,10.74,11800.0,Business Loan,0,1
Robert Williams,57,Male,Single,Post Graduate,Salaried,96000.0,8000.0,0.0,297000.0,60,575,0,5400.0,Urban,61.88,122200.0,Personal Loan,2,0
Charles Smith,67,Male,Single,Post Graduate,Salaried,119000.0,9916.67,0.0,202000.0,240,698,0,15600.0,Urban,8.49,39200.0,Personal Loan,2,1
Joseph Davis,28,Female,Married,Graduate,Salaried,53000.0,4416.67,29700.0,277000.0,360,700,2,68900.0,Semiurban,19.87,361600.0,Home Loan,2,1
Mary Williams,62,Male,Single,Post Graduate,Salaried,57500.0,4791.67,0.0,294000.0,120,599,2,5400.0,Urban,63.65,330300.0,Business Loan,0,1
Ananya Wilson,36,Male,Single,Graduate,Salaried,69800.0,5816.67,0.0,98000.0,12,640,0,32600.0,Rural,85.0,54700.0,Personal Loan,1,0
Ananya Wilson,28,Female,Married,Graduate,Self-Employed,166400.0,13866.67,16500.0,185000.0,60,692,2,6900.0,Urban,24.17,33200.0,Education Loan,0,1
David Verma,21,Male,Married,Graduate,Salaried,61500.0,5125.0,4800.0,225000.0,60,740,1,16100.0,Urban,73.3,130800.0,Education Loan,2,0
Patricia Brown,64,Male,Married,Graduate,Salaried,56900.0,4741.67,8300.0,170000.0,60,628,0,23300.0,Urban,52.15,44100.0,Education Loan,3,0
Robert Garcia,25,Male,Married,Not Graduate,Business,20700.0,1725.0,30700.0,152000.0,60,617,4,25800.0,Semiurban,85.0,161400.0,Home Loan,1,1
Rahul Wilson,23,Male,Married,Graduate,Self-Employed,23800.0,1983.33,4300.0,161000.0,180,833,2,27700.0,Urban,63.82,167300.0,Home Loan,1,0
Amit Verma,21,Male,Married,Graduate,Self-Employed,58700.0,4891.67,20300.0,278000.0,36,658,4,30700.0,Rural,85.0,113400.0,Education Loan,2,0
Sarah Miller,24,Female,Single,Graduate,Salaried,143900.0,11991.67,0.0,157000.0,48,700,0,9500.0,Semiurban,27.28,247100.0,Business Loan,0,1
Elizabeth Miller,60,Male,Married,Graduate,Self-Employed,110700.0,9225.0,61600.0,234000.0,120,732,0,15400.0,Rural,13.58,75100.0,Education Loan,1,1
James Miller,55,Male,Divorced,Graduate,Salaried,202300.0,16858.33,0.0,211000.0,60,537,1,1100.0,Urban,22.64,71300.0,Personal Loan,2,1
Rahul Williams,52,Female,Single,Not Graduate,Business,53800.0,4483.33,0.0,93000.0,360,679,1,43900.0,Semiurban,12.45,38300.0,Personal Loan,0,1
Jessica Gonzalez,62,Female,Single,Graduate,Salaried,89800.0,7483.33,0.0,207000.0,60,548,0,54400.0,Semiurban,46.1,218000.0,Home Loan,0,1
Charles Brown,54,Male,Married,Post Graduate,Self-Employed,102600.0,8550.0,4100.0,42000.0,360,670,2,6700.0,Rural,8.06,72200.0,Business Loan,2,1
Sarah Johnson,63,Male,Single,Not Graduate,Salaried,67000.0,5583.33,0.0,216000.0,360,790,1,6700.0,Urban,16.12,359500.0,Auto Loan,0,1
James Sharma,45,Male,Single,Graduate,Self-Employed,38600.0,3216.67,0.0,260000.0,360,600,1,1300.0,Rural,31.78,411200.0,Home Loan,2,1
Robert Brown,30,Male,Married,Post Graduate,Salaried,48600.0,4050.0,22700.0,281000.0,12,547,1,105600.0,Urban,85.0,353400.0,Home Loan,0,0
David Martinez,41,Male,Divorced,Graduate,Salaried,107800.0,8983.33,0.0,94000.0,360,831,1,49400.0,Semiurban,6.25,24400.0,Personal Loan,0,1
Mary Williams,66,Male,Married,Graduate,Salaried,36000.0,3000.0,10000.0,132000.0,36,588,0,13400.0,Urban,85.0,222000.0,Auto Loan,1,1
Amit Miller,59,Female,Single,Graduate,Self-Employed,135800.0,11316.67,0.0,206000.0,12,560,4,19700.0,Urban,85.0,300200.0,Home Loan,1,1
Barbara Brown,47,Male,Single,Graduate,Unemployed,31800.0,2650.0,0.0,137000.0,60,810,0,10400.0,Urban,85.0,150100.0,Home Loan,1,1
Robert Jones,47,Female,Married,Graduate,Business,82300.0,6858.33,23700.0,10000.0,36,585,0,27300.0,Rural,5.0,12600.0,Home Loan,1,1
Jennifer Verma,22,Male,Married,Not Graduate,Salaried,64800.0,5400.0,20700.0,131000.0,36,812,2,37900.0,Rural,59.49,220300.0,Home Loan,1,1
William Johnson,61,Female,Single,Graduate,Salaried,82300.0,6858.33,0.0,205000.0,48,702,4,17800.0,Urban,79.77,49300.0,Education Loan,1,0
Rahul Lopez,33,Female,Married,Not Graduate,Business,45900.0,3825.0,9300.0,276000.0,48,783,2,62000.0,Rural,85.0,402800.0,Auto Loan,0,1
John Brown,29,Female,Single,Graduate,Salaried,141400.0,11783.33,0.0,332000.0,180,695,2,21800.0,Semiurban,20.74,508800.0,Auto Loan,0,1
Priya Lopez,56,Male,Married,Not Graduate,Self-Employed,65000.0,5416.67,28500.0,191000.0,36,766,1,4700.0,Semiurban,71.94,160300.0,Business Loan,0,0
Ananya Smith,42,Female,Married,Graduate,Business,35300.0,2941.67,29700.0,231000.0,120,607,3,29200.0,Urban,52.15,44400.0,Personal Loan,0,0
Elizabeth Wilson,62,Male,Married,Graduate,Business,65800.0,5483.33,12200.0,266000.0,360,631,0,18600.0,Semiurban,11.37,396100.0,Business Loan,0,1
Ananya Hernandez,46,Female,Married,Graduate,Salaried,35200.0,2933.33,18900.0,10000.0,60,511,2,82300.0,Urban,17.01,3700.0,Education Loan,0,1
Susan Miller,32,Male,Single,Graduate,Salaried,35600.0,2966.67,0.0,88000.0,180,758,1,14900.0,Urban,26.59,144700.0,Auto Loan,4,1
Thomas Johnson,37,Male,Married,Graduate,Salaried,43000.0,3583.33,24200.0,189000.0,360,714,0,15500.0,Semiurban,9.38,39500.0,Personal Loan,0,1
Charles Smith,34,Male,Married,Not Graduate,Self-Employed,106100.0,8841.67,36100.0,320000.0,36,599,1,31600.0,Rural,77.54,332100.0,Auto Loan,0,1
Susan Rodriguez,34,Male,Single,Graduate,Salaried,51200.0,4266.67,0.0,237000.0,60,540,1,22500.0,Semiurban,85.0,132000.0,Education Loan,2,0
Linda Johnson,54,Male,Married,Not Graduate,Salaried,71100.0,5925.0,14400.0,210000.0,360,703,1,14100.0,Rural,12.4,307800.0,Home Loan,0,1
Richard Rodriguez,40,Male,Single,Not Graduate,Salaried,42400.0,3533.33,0.0,159000.0,360,814,0,137500.0,Rural,12.5,219500.0,Home Loan,0,1
Michael Rodriguez,31,Female,Married,Post Graduate,Salaried,33800.0,2816.67,20600.0,218000.0,180,669,2,10800.0,Urban,39.95,33200.0,Education Loan,0,0
Priya Garcia,36,Female,Married,Graduate,Self-Employed,159200.0,13266.67,22800.0,126000.0,36,627,0,9800.0,Urban,23.08,29400.0,Education Loan,0,1
David Wilson,51,Female,Divorced,Graduate,Self-Employed,61600.0,5133.33,0.0,110000.0,360,605,1,59900.0,Semiurban,11.8,40500.0,Personal Loan,0,0
Patricia Martinez,26,Male,Single,Post Graduate,Salaried,142300.0,11858.33,0.0,118000.0,36,780,2,100.0,Rural,32.7,60900.0,Personal Loan,0,1
Richard Johnson,39,Female,Married,Not Graduate,Salaried,30200.0,2516.67,2000.0,301000.0,60,618,1,6700.0,Rural,85.0,477800.0,Home Loan,2,1
Amit Jones,57,Female,Married,Graduate,Business,27100.0,2258.33,60600.0,104000.0,60,650,0,26800.0,Semiurban,23.72,42700.0,Personal Loan,0,1
David Garcia,24,Female,Married,Graduate,Salaried,107200.0,8933.33,31300.0,144000.0,60,763,0,5300.0,Semiurban,20.79,48900.0,Education Loan,0,1
Sarah Verma,67,Female,Single,Graduate,Self-Employed,71400.0,5950.0,0.0,222000.0,240,731,1,127600.0,Semiurban,20.59,262300.0,Home Loan,1,1
Rahul Martinez,24,Male,Married,Graduate,Business,29300.0,2441.67,16500.0,101000.0,360,653,4,18700.0,Urban,38.79,35900.0,Personal Loan,0,1
Patricia Rodriguez,40,Female,Married,Not Graduate,Salaried,34100.0,2841.67,1000.0,200000.0,240,624,3,27300.0,Urban,59.26,36800.0,Education Loan,0,0
Jennifer Johnson,30,Male,Single,Graduate,Self-Employed,92600.0,7716.67,0.0,200000.0,12,797,1,5200.0,Semiurban,85.0,182100.0,Home Loan,2,1
Thomas Jones,44,Male,Single,Graduate,Business,47200.0,3933.33,0.0,124000.0,120,591,0,10200.0,Rural,26.27,195900.0,Business Loan,3,1
Carlos Garcia,55,Male,Married,Graduate,Salaried,70000.0,5833.33,23400.0,157000.0,240,663,0,28600.0,Rural,8.4,73100.0,Personal Loan,2,1
Barbara Miller,46,Female,Married,Graduate,Salaried,37200.0,3100.0,38200.0,95000.0,60,560,0,23900.0,Urban,25.2,164100.0,Business Loan,0,1
Rahul Martinez,57,Female,Single,Not Graduate,Salaried,41600.0,3466.67,0.0,304000.0,360,775,0,46000.0,Semiurban,24.36,182100.0,Education Loan,4,1
Priya Jones,58,Female,Single,Not Graduate,Salaried,230600.0,19216.67,0.0,203000.0,360,642,0,9400.0,Rural,5.0,103900.0,Personal Loan,0,1
Carlos Sharma,41,Female,Single,Graduate,Business,32800.0,2733.33,0.0,86000.0,180,624,0,31800.0,Semiurban,17.48,74700.0,Business Loan,0,1
Jennifer Hernandez,60,Male,Married,Post Graduate,Business,51800.0,4316.67,3500.0,191000.0,24,733,1,10300.0,Urban,85.0,59800.0,Education Loan,1,0
Linda Johnson,59,Male,Married,Graduate,Self-Employed,103700.0,8641.67,2500.0,195000.0,180,566,0,26500.0,Semiurban,12.24,44800.0,Education Loan,2,1
Barbara Gonzalez,41,Male,Married,Graduate,Salaried,32300.0,2691.67,28600.0,10000.0,360,731,1,27900.0,Semiurban,6.46,4800.0,Personal Loan,0,1
Carlos Jones,30,Male,Divorced,Graduate,Salaried,44100.0,3675.0,0.0,301000.0,60,651,3,3900.0,Semiurban,85.0,87400.0,Personal Loan,1,0
Michael Martinez,58,Male,Married,Graduate,Self-Employed,63000.0,5250.0,12300.0,91000.0,360,584,1,23900.0,Semiurban,8.81,114000.0,Home Loan,2,1
Richard Smith,66,Male,Single,Graduate,Salaried,49500.0,4125.0,0.0,368000.0,60,601,2,400.0,Rural,85.0,625600.0,Home Loan,0,0
Rahul Lopez,24,Male,Single,Graduate,Self-Employed,47700.0,3975.0,0.0,252000.0,120,625,2,20900.0,Urban,67.92,42300.0,Personal Loan,1,0
Susan Verma,65,Female,Single,Not Graduate,Salaried,40300.0,3358.33,0.0,79000.0,180,644,0,35900.0,Urban,13.07,138300.0,Home Loan,0,1
Mary Lopez,40,Male,Divorced,Graduate,Self-Employed,59800.0,4983.33,0.0,152000.0,180,584,0,2300.0,Semiurban,16.95,137500.0,Auto Loan,0,1
Priya Hernandez,37,Female,Married,Not Graduate,Self-Employed,64100.0,5341.67,19200.0,263000.0,360,704,0,83800.0,Urban,10.52,105300.0,Personal Loan,0,1
James Williams,27,Female,Single,Graduate,Salaried,67700.0,5641.67,0.0,159000.0,48,582,0,18400.0,Rural,58.71,282000.0,Business Loan,1,1
Rahul Brown,24,Male,Single,Post Graduate,Salaried,23300.0,1941.67,0.0,286000.0,48,491,1,83600.0,Urban,85.0,251700.0,Business Loan,0,0
Charles Martinez,49,Male,Married,Not Graduate,Salaried,64900.0,5408.33,23000.0,146000.0,240,834,3,3400.0,Semiurban,20.59,173200.0,Home Loan,2,1
Rahul Hernandez,34,Male,Married,Graduate,Salaried,157800.0,13150.0,31700.0,173000.0,36,696,3,89800.0,Rural,36.13,36000.0,Personal Loan,3,1
Linda Hernandez,23,Male,Single,Not Graduate,Self-Employed,55000.0,4583.33,0.0,266000.0,60,841,0,3500.0,Urban,85.0,446900.0,Business Loan,3,1
Patricia Smith,44,Female,Divorced,Graduate,Self-Employed,76500.0,6375.0,0.0,234000.0,12,597,4,18600.0,Rural,85.0,246800.0,Home Loan,0,0
Michael Davis,57,Male,Married,Not Graduate,Self-Employed,56600.0,4716.67,2100.0,97000.0,36,718,0,83400.0,Semiurban,55.08,80400.0,Home Loan,0,1
